addr,usd,ether
0x57e7a9668a60d9a6fad927c048051610ce5feb03,0.0,0.0
0xa09484f00643f63a6211f75777c297551910c167,0.0,0.0
0x80c9d21293620f4f472e337dab1e5589cbe4645d,0.0,0.0
0x69bb3d4d29249814845c8634a03ba3aa4165c933,3.6,0.012
0x87db2b7144de20063153661fe626c9aee3d43800,0.0,0.0
0x212d65b0d28d0fbc8ecdf1bdbba44897d8c8c459,0.0,0.0
0x0b2e21d33a3c6f722c791ae0ab054a0174f5be19,0.0,0.0
0xe55c8759f2d619843319fe5d4058e180aa73ec52,0.0,0.0
0x0b1a4994d8a0ad27289849dc883d8ae98ca0a45a,0.0,0.0
0x5d56defa47efe98a74342b551e0937058da280cb,0.0,0.0
0x43ab622752d766d694c005acfb78b1fc60f35b69,6511297.649999999,21704.3255
0xbe52298db4ba17149b91b57bfb2d3f236f85b25d,0.0,0.0
0xfc7b0f63e1ad6b23482627ac798d59c1f585dd17,0.0,0.0
0x29cb6ad7b3eac8342438f2a40e7632a98964a0a1,0.0,0.0
0x7426c4ee3214f3be6d55314c5662322ac19fc44d,0.0,0.0
0xeea89e8967902b786f00b6ecfbc5962ee59ef207,0.0,0.0
0x518c463889a8866e19ea9d56ceee1f03cede38c4,0.0,0.0
0x14e5ec74e6b53b990d1ebf4bb740f0371d95d0b5,0.0,0.0
0x0200af2a76b163fb830c8fc5fdd1a408bf35fc61,0.0,0.0
0xd95a6aa3e20397211e487b231211e16790a21ac9,45143.82,150.4794
0x90c58937ff2de4759a71296868a18b5b33dc9faa,0.0,0.0
0x4f1ac562c120f0d47101ebe7909ce3023225b4bc,0.0,0.0
0x9d8d4ff2b1dfb9a14e50e7d84952b6f14fcb8377,24.900000000000002,0.083
0x35bd14e205251f3ee0405bc543ceac1d776e5736,120000.0,400.0
0xcf46cc20deba6b802707961ca3c6f3602566c2cf,105007.5,350.025
0x4324181aa7bbc103aa316e762118c72fc55db9e4,0.0,0.0
0x1eb77714944dd6516ed63a1b6a0fa6e91dee140f,0.0,0.0
0x228dee661be746e3492990930de3f60d955296ea,0.0,0.0
0x83cd2f9f47744b9c3110dad55da1eb66c47ac163,0.0,0.0
0xa976626a522fde68abd9b773c2981d45c62e374e,0.0,0.0
0xc7cd9d874f93f2409f39a95987b3e3c738313925,4942660.23,16475.5341
0xd4abeea47c1034affb790a7f0237ef6b4a43ee5e,0.0,0.0
0x2178b33171b49484c22168091446495ffc3d431b,0.0,0.0
0xcfe56f64824c75dcfc2d9860cca088f287d4768b,1.11,0.0037
0x0557f85f4ff6da812e38df9beee476aa4a5a8e55,0.0,0.0
0x34210c6cc8c1debd1620ad65557f971cb52a12c7,0.0,0.0
0x09e23cade251c61866c480c247e77a9952d86823,0.0,0.0
0x56dbf0c4a4dcc8ec254b92c49e7b6b7b24d38efd,0.0,0.0
0x62577e292951fdcf7af3a38570aaf954d0a913a3,0.0,0.0
0xb78a748efa48b0c96779ec625e1d017531e3cb65,0.0,0.0
0x057bff90e3de12c1b5d682412d5bb33d9dc7d6da,0.0,0.0
0xef0613ab211cfb5eeb5a160b65303d6e927f3f85,15.0,0.05
0x08a373919c3d99ba6ef5bb85a74811146ce9061b,0.0,0.0
0xf5948877f4a351db245282af3cbec5791283b61c,0.0,0.0
0x53489e80e3647e762b70b4fb3b57b9ac5b7cc779,0.0,0.0
0xcf34dba1bf9b67210de159215190699d8f34e78b,0.0,0.0
0xc3501dad78f27c7147b65701c5da2d1d2a71285e,148.5,0.495
0x3467fd15e1d6356b6f74745d4b14aecec25ee6fb,0.0,0.0
0x602ac8d3e6da55a7bc97d2e8bbfe13e60d0a8d2b,0.0,0.0
0xe1db2fffbb97ca9c3cf9b46c382d41d85932b44d,0.0,0.0
0xfd41ac16c108852cea07debdf01880a54e7eaffe,0.0,0.0
0x5bcf689874163503c5117fba7dda3c920becd769,0.0,0.0
0xff7bb940b38edf80e964ec756479d362fddf1532,0.0,0.0
0x7100c7ce94607ef68983f133cfd59cc1833a115d,98260.77,327.5359
0xdcab43b6ef9dd156c54e1c4f055aa60e317c6f99,3021.2999999999997,10.071
0x22ef5434cc2deb6c760c7ebbc88777d1f32757f6,120000.0,400.0
0x227b7656129bc07eef947d3c019a7a8f36a24e74,196530.0,655.1
0xd78331e9dd5b7dc506da403d37a43b1335fbdd11,1.5,0.005
0x43f663226d1a452f96136d4c9b0f68752b17fad0,0.0,0.0
0xc01283f05079d6a143c12079cecac8e3f966694c,6.8999999999999995,0.023
0xdcca93041d97849ab486c76d3d9279eac1ee8298,0.0,0.0
0xfd2b3eb22bac1634f8b554a6d67fd11849dc3a0f,6.54,0.0218
0x34335ca0a2525f6a3b38ce94f3d5524d33856191,0.0,0.0
0xe9d31bc446c6a258250045080baa7f8576ab91f2,0.0,0.0
0x3323f041f2e6445103dd7f287baedc3ebdf58f4a,0.0,0.0
0x4de05b00797b11ae43e08ad0068fbd0689a0e041,230640.0,768.8
0x4585b138dc13925c65613a511fc1fc642d16d976,299.91,0.9997
0xc89b38417b525c9fb3c3381e45ca3f1233dcb758,0.0,0.0
0xcdbca5b8fa98d60843806014eabc6e4b785e4f7c,0.0,0.0
0x28ff414bb944b81053389f22113ad305c8ac69fa,99600.0,332.0
0xa24975b43f25e25a31795b879e49617bf23c6657,0.0,0.0
0xcbc29209108f329a170fedef0bb78cc2881203c0,0.0,0.0
0xdd0c464c5ef163badeb6d3f4d71ed956771d599f,306.6,1.022
0x629efa63717ffc6b621368617dcfe500ae040d5e,0.0,0.0
0x7db3af869d3db2159cd89faa2848e2ea4cd36c1c,0.0,0.0
0x1763edba84c15c8ddef46897154c292ee2853f56,0.0,0.0
0x171658295a93c8129e7e38c36172dd58ff3421c8,0.0,0.0
0xe60b077ddf5e1ddb5ffb8595069aae0e1e3af9f0,0.0,0.0
0x8ab3b07dd8c16d03124cc0ed77fbfd105d7b8f58,0.0,0.0
0x20dd16b295f83ab305f359a84d22cd99368755cf,0.0,0.0
0x0661daff3c17d04f9f844ad7031f94bd5a1a2209,0.0,0.0
0xb4210e53e5b13cbfa29f72e4764f4c4b9a6ae72a,3.0,0.01
0x8b1172e3ace1796dc2adf937ddb5d7e106789bb7,0.0,0.0
0x5bf4cb94818897be2d150773473265f380468019,0.0,0.0
0x39c92cae22c0648cd9382717b0b5ac944c81af14,0.060000000000000005,0.0002
0x870c2f61a0ea4b34a8db470c121ee5232bb5f260,0.0,0.0
0x39d46c1824dfc32ad4e80c28a825296a8ac52437,119100.0,397.0
0x0c12e4f17869a331d5169847dff198b1101f8bf9,0.0,0.0
0xfeb7abbce1108d16278fb322d65265211bff6cc9,0.0,0.0
0xd8b9f5a8f4c79273a34876abd045eb0513f3b1f3,0.0,0.0
0xde5e63efdbd02951c89e835a12dad5ff36fe5cd0,0.0,0.0
0xf3d7524b8b4d1568b6f1fbd9d186525d51960512,0.0,0.0
0x67c1c8063510f9f5d8e4c8af9e7512060c979cf3,0.0,0.0
0xdfc20878af74a424de3b0cbdfd42cfcde53932e2,0.0,0.0
0xc24eff02ded1c5bd133c285b9d368995dc8f15b7,0.0,0.0
0x94bd4150e41c717b7e7564484693073239715376,201508.29,671.6943
0x766b580356f40dd56d272b6941ebb02a6dee981d,0.0,0.0
0xd341f357138dc3d1488e203a0138de71f4e0de63,412899.21,1376.3307
0x05b34bf3562c61715f70240104abc6ae8c80055c,473191.89,1577.3063
0xe50058012b9a881d983cb5347c75354e055331e8,0.0,0.0
0x0d6c24d85680a89152012f9dc81e406183489c1f,0.030000000000000002,0.0001
0x07847248ee1f7efe6a0f97caec2e4c675f0cbc65,0.0,0.0
0x9e5a4063237844f097f556c3e888bde76fcfbb22,0.0,0.0
0x92c5c001c7c33ee6071432e3d8aa91f5fe1e7a50,0.0,0.0
0x1b3de683a4ff93457b0a27986361a5090e3fbb50,2088.24,6.9608
0xbbc75b6812a908a3b3d5c6622a3cd1b496990f2b,0.0,0.0
0x04fbee65aaf9d0d179de1ec22cd6c184b27e7ec1,0.0,0.0
0x4a24e33338dfd3c065da1485ce3e3c81f5af327f,0.0,0.0
0x85c9397f39b87cb18c04f5c11170cdcf2485d8ec,0.0,0.0
0x41cf890bba58ae36a7a37757aaed4c698ac9dfa1,0.0,0.0
0x6ba3dbb0c41d3ffb3b3055fbcaca343442d69484,0.0,0.0
0x9d26550cf519321984b59399caf1595bce8e2317,0.0,0.0
0xad0d6a9c97d6d401a7e4444859f41f0606d07b62,0.7799999999999999,0.0026
0x6b9e38a26b3f2e4aeb7d31850adb16daa71b1c0e,0.0,0.0
0x6747507e44b7a2c5c2bb9acc5199cd93c54455bc,0.0,0.0
0x87d6119051e3e84055ed6899325db292fef20344,0.0,0.0
0x8cfab485f4de196cc65073dc8d1196c7b6449940,5.7,0.019
0x87f5b0d8f79182830248382a0b6aa2c86757f51c,3.0,0.01
0xf1eae5c823956a1970712d1473dafc7b13d22ba4,0.0,0.0
0x95f49c4ac16563ebe09e98543cdc38a0265c1934,0.0,0.0
0xa8df1a82c3602b7d4f2e35013715f48586bef9f7,0.0,0.0
0xf5706748b4d1489d54e17eba8bce0f86dd7ac862,0.0,0.0
0x394d8b3c5de759b8258376fde9b394c8f237d8c4,24175.26,80.5842
0xc1bd4f07421571364617adce98a8d657f52498b7,32236.34,108.4668393
0x4753edd1b7cbeadf0738943bcec4967292aa411b,0.0,0.0
0x10e301560860db30dc1bc519a99aa860bc71f076,109500.0,365.0
0xab6b0f01ae694d8ab462df865cb432698b8eeb9d,0.0,0.0
0x83f3159c3293fd4becb2a8fa3e545d33eaf7e1e7,0.0,0.0
0x37c6772be3e333e8acbc38521fb5090b0abe1a3b,105000.0,350.0
0x19986fcfbc5ef9b9e377fa8429c5a8d215cbe814,600000.0,2000.0
0x96cf4b5448b47a2e29a8d8875c19791a6bb15aaa,0.0,0.0
0xbfbe471a1b31f1ee3a9700652736ec57269db290,0.0,0.0
0xdf99823dac53d2d4b993f0391d8e88aa487c2f31,0.0,0.0
0xa08c1134cdd73ad41889f7f914ecc4d3b30c1333,97560.0,325.2
0x116a57abbea386dfdf8e6068d1b161d6fa8774a5,0.0,0.0
0x2f8d38c727ebac1daf6b42e15cdbe73cad0e2211 (AgadroCryptoWallet),7.62,0.0254
0x809e38eb4b32ff260f20869c97ae7a1cbb9ce91e,0.0,0.0
0x8f7d95abcab6775651dc35bfec346632affff9b0,0.0,0.0
0x5385c808d5a41df4a04e918defc5286559ea3972,0.0,0.0
0x5374282422da994a3f1f2ce38efc16c6dc42fa68,0.0,0.0
0x71331c46fba44d85e293d63d1d5a8cdadf264451,122899.5,409.665
0x1bace398f996c2d8c14ef111f1f5d704f34c181f,0.0,0.0
0x4536cf9204565be19146c642aac0ffdee918dde9,0.0,0.0
0x9cfd4cbad59b0597bc567b450ec85e9d44f1c9dc,0.0,0.0
0x2cecbecf7bde3e2485d2071c761a57cdfdd5f85f,0.0,0.0
0xbd13904c10be5fb680e1f6f950bbd4a317d7098c,3177.8100000000004,10.5927
0x42ac09396496d2484114625078ed29205ba01244,9.0,0.03
0x7b7d2a5ec99d35ce636556e20898ad8328926c48,0.0,0.0
0x32a528762b6326ca0e2b314530d412f823a23d51,6.0,0.02
0x1c0e9b714da970e6466ba8e6980c55e7636835a6,300000.0,1000.0
0x89a90af92cc4048005cdf29db58cc6d42dc5a6e4,0.0,0.0
0x20db5d16771a4ebbb83a00cc27b784407a3bae97,0.15,0.0005
0xd68345e6cc0e821c6dd4154a42072c84c1536d25,0.0,0.0
0x404f31181ad0700dab41488d7f1a36a40be4d9e1,0.0,0.0
0x56b64e3c98685e8260ed46d23a720577a6b5c0b1,0.0,0.0
0xcaa3cfe68ae9fe20450926156ccd9671fc815280,0.0,0.0
0xadc2f95304136c70dd5ec2ad1da1c87d182803d5,0.0,0.0
0xce5574ff9d1fd16a411c09c488935f4fc613498c,0.0,0.0
0x6bf4e17e0f21dd8b36b5d08406ad706642fe6bcb,0.0,0.0
0xc6bbe0ad6032a93705e8552392c586f631164f2b,0.0,0.0
0x37e17c463fa8d98a8c3f33c72a2b65888c288c40,0.0,0.0
0x0285d5528f574f1361009eef75a4f61942767799,13.32,0.0444
0xe0b93a625693a33221cf9bd534ae790ea59a9ba7,1703.7,5.679
0xc1bef33095fc3ff1bfa38a193a028fd670751462,1559.88,5.1996
0xcc2b7a67c9896e75fb0fde83482baead682dcbd7,0.0,0.0
0x10ec053e06ccc3cabb5c0ace8a1bf222ebc75159,0.0,0.0
0xf451de832887f56952e606392a6c9786d8629028,0.0,0.0
0xaab0dceb238e7c54d46f895637299dbadd09104e,0.0,0.0
0x0f30c808069315b3b7dfbfe149c87448b50c6d8b,85722.87000000001,285.7429
0x9fe4e371dd53cd7bb588cd59faf0baf34fba9a80,0.0,0.0
0x9d1c821881647a4dbd7e6fafe38a45ed59947082,0.0,0.0
0x5cef6ef48e2ee1c1c9aecf36a669d8a4eb6609da,0.0,0.0
0x728dbf45456de6b51b1227d5cd5e2507167688c0,105000.0,350.0
0xefa1994328e59f8e24d85458810d67a27289679a,34.5,0.115
0x64678668edc31af86023aa36bf1142ff810fec7d,0.0,0.0
0x7e5b6dd9ba1abf42bfb41e5ae8f46fe5e01aae14,84675.31,284.9965155
0xf590bbd25f47d7af634af1f37acbcc631b7363fe,0.0,0.0
0x009f3de1e8878cda9c2e94a6ce6084d9ca86425c,3123.27,10.4109
0x6e94bcfca0db7f91bdea4d2a1f515924f7ca21c6,0.0,0.0
0x3fcb02a27dc60573a0cb9bff9528fcd77e78d734,470494.07999999996,1568.3136
0x0ed019efec4fe8516c4e0e9c629de30585dfcd35,0.0,0.0
0xe705daf2f65228aade8c8ac4f60a586b1391228d,102120.0,340.4
0xa9139277a57a86dbe1ab916e111b982f12ed7fdf,30.0,0.1
0x78d653cde46185653dfac71464b000daa5eedf1f,0.0,0.0
0x08ca68ecc2cc98f8ba6345531089899fc4c42f57,140.61,0.4687
0xd64cea43b17e3e8801bf95ee1b53c0cdfaca95e1,0.0,0.0
0x7c922218294246fc1e8c99c737f87afd94361f4f,1998.9899999999998,6.6633
0x4ebcf8a133cce749ee07d4c764e10d1916f84f5c,102846.0,342.82
0x79e8a847fccfc180a059d220bd50743412466454,0.0,0.0
0x3331fc85bd9cafe7733c61187178310ef7751973,0.0,0.0
0xf807a52f7f825e893d08f53104c124882e33b01d,0.0,0.0
0xb7e6dff80f694501d6c347486b0c08bca4f141e9,0.0,0.0
0xd5ca44255601a3fa439dfeb715d4f3515548368f,4.5,0.015
0xf256ab5436a72a0b0d690b5a2817a3f5b31714be,0.0,0.0
0x2c066eabb4bfbcd0caf19dd51d0a5234eb8ff6be,0.0,0.0
0xd1e594199f020448a5d477ac807747cf753a89b0,0.0,0.0
0x4840516ca9e39391c6c77d1d7c89af11cb3d0ee8,0.0,0.0
0xd7dfc49e5d13f77830029134fb06f5fa6d5e8ec4,352020.33,1173.4011
0xca58f4f8687bc333cc44f41f3e04a3cc3137eb1f,0.0,0.0
0x614b748b4338e1e112759f8abe9bec5c64c252d0,0.0,0.0
0xda443a5da728e6f0e1aac46517dcdc7069821e37,0.0,0.0
0xce9a6705a416aa6d5c488e5754f612c915e31bae,0.0,0.0
0x8da8bb9d085cd73b35da7f36be737f6d3fb8b0c2,0.0,0.0
0xec86ad3c96a242f5f108a081194a9c5650bd8701,0.0,0.0
0xb865823d4ce616620e76c2677800427f3a365efb,0.0,0.0
0xf353e8e64570858a0028648fbc0655e963fbe197,0.0,0.0
0xdb890da7d1ff40f80d56bfce9edf210fd0efab9a,0.0,0.0
0x0397453bb7db560a039d474c5693578fdb6096c4,180000.0,600.0
0xa87a4b0465225a986b577de509038af022db33d4,0.0,0.0
0x9cf6a3a9e65646a988e3dd16a5d382ba54cc7013,0.0,0.0
0x41fd44e2babd518e5b4cfbd8e0af38fbfdc13373,0.0,0.0
0x6924d3ad691e7f641ffe1c95aa6297e4c10e5e86,3.0,0.01
0xa9eebb32a1d459eb1eb5078c543427c34da44313,17367.39,57.8913
0x4051e94da0f345653b7decd9d20062b56715e90e,0.0,0.0
0xfd5e80260d7d7644ea4b1ca81d6992dead65f08b,0.0,0.0
0x2006df02a034359fd32e5bb7d64e07aca44b573a,3123.69,10.4123
0xa31e1018badf408309e56e17080b1a47e768cf29,0.0,0.0
0x31844f51c4e15dc5dd88ff4357ff90acecd5ff0c,0.0,0.0
0x51a4cf4c8866d3663097b132c97bbc2192c0c350,0.0,0.0
0x87c10b82320f7c8586851602b2430c0a09d29714,0.0,0.0
0x8211a8c59d601f8205746081eeb6e02f589c2e1f,0.0,0.0
0x82878f8cc60eaa2aa903c1409a8cda5cfd9edc16,0.0,0.0
0x3e4317888097067bf21361941dbde052e044c70e,0.0,0.0
0xeb0f8d2f1efbeeaecf5ef61b16f45e1a1c0082dc,0.0,0.0
0x0881538f81a4092bf5a00462c1853a5f2a8b6fa5,105900.0,353.0
0xbfffb0522bcbc5e38be9325c204d883e05786a37,0.0,0.0
0x946d9f75f627a297054fd62cf35a433b899bbd17,0.0,0.0
0x51d31282760c7178c7fe6d216ed3e151d00a1fc6,0.0,0.0
0x57f4f696e46ef9d2371b21ff79f40c7823b6aa08,0.0,0.0
0x7b6bce3cf38ee602030662fa24ac2ed5a32d0a02,43454.58,144.8486
0x11769ccab9fb7888db173965fc3883923594b832,0.0,0.0
0x64a23f1e128b9d8147c8cb0ce49490b4ab9e3c64,0.0,0.0
0x6524cbb0eae90069cebf4772a47166b600e20a62,0.0,0.0
0x81ac45c30cfc5478067498029233d6107ab3d93b,0.0,0.0
0x41849f3bd33ced4a21c73fddd4a595e22a3c2251,971446.1699999999,3238.1539
0xa7f2266d244e208e5e4231fb72420a3883a5f4fa,0.0,0.0
0x2bb433d6a7b6bea34f741c8038a8d42edef23756,0.0,0.0
0x5e8d3d110015523dd0125a4bbeff584b226fbd55,0.0,0.0
0x2711cb6a338d054d566f65432ca3f77581e09627,0.0,0.0
0xd51f04d699a929c86695d0ef00973189dc928429,1.8,0.006
0x8c53795efc5dca289a703ecb40f95934b1a92362,2.76,0.0092
0x409487eb9a4aa50a3f3016f1b58166e8b339485e,0.0,0.0
0xf29a9f84e392095b4c45cd7df8af304fa77ce99c,0.0,0.0
0x84b7cf537a44878db297fca310a2de246c0d40f9,0.0,0.0
0x108d3d8a7a442da1a5c0f5d83c4c05ba04ed30af,0.0,0.0
0x033dbded32c28994c0d4a943a8c7982edc53f7c1,0.0,0.0
0x4d8006dc86d6015d5cb1f33c4e98ca12c39fcba2,108000.0,360.0
0xa00d54e9b7bbb2dad4094270520a12f3b28f1adf,0.0,0.0
0xa764c7e498711efa686e0d126a0ded7ffc453173,0.0,0.0
0xbe9a4452d319ae42b4b23eb55b46d882dc12e005,0.0,0.0
0x81a7fbdc79ffd84daa53c6ba9bb1d7fdd85a1ccb,0.0,0.0
0x146f1708d8ab639f21edf029adde35c2b15c5e26,0.0,0.0
0x0106c3a3392376533db860be6ea418ea01fd51c5,0.0,0.0
0x64d9f57b88899bebfb17a3644749c237eeb9e525,0.0,0.0
0x1426a8fdcd713132ea4784e905687f68240d5cfe,0.0,0.0
0x769512eed08245828c705a186a09709d0afb52e1,3.0,0.01
0x7693f7100a671d0cbfca63bd766fd698c17d6f04,233726.76,779.0892
0xdb0e7d784d6a7ca2cbda6ce26ac3b1bd348c06f8,2077500.0,6925.0
0xd341a30c9946f61cb90e3870ad3fa9019f981ae2,0.0,0.0
0x0900d7ecfacdec21aca271b0133b9e387ece1321,0.0,0.0
0xa588465e80f3198eda3d68d4a607853abbc745cc,0.0,0.0
0x145462828d693280a13f3b5ce4ee82fb70162318,0.0,0.0
0x7b0f1fa8eb11f40b6e28822a9ffe3719301f4b58,0.0,0.0
0xa386560ac173a436c0c592272bb419c94cca8bc9,24.0,0.08
0x23d1435e7ae402fde76b51926f1c7773cb1ac28b,0.0,0.0
0x80285e16f04a37b01ff4f2b57fad3dedbb3d72f2,0.0,0.0
0x4768aec11566841cf78c53e4e01a57ab5771f4b0,0.0,0.0
0xd32db75141f77a1174ba3130f69f0aa002cb1ccc,12.0,0.04
0xe7ccfc7ae9ad1e3514dabc6a7b888c81d82bfe7a,0.0,0.0
0xbe17d91c518f1743aa0556425421d59de0372766,1308201.75,4360.6725
0x8113493fde5b23b87b2c4baec9bd78f4a70f28d5,0.0,0.0
0xf82ea8a8e821461abdbaa988ab65948828a6389d,0.0,0.0
0x493f7decbf1e3da9765c4db06abb8c4daf4a7893,0.3,0.001
0xc0bffe3169967e18a07602bb5312eb8fda2c6b5c,0.0,0.0
0x5311fce951684e46cefd804704a06c5133030dff,15.0,0.05
0x57354a283cda64560867939d7579952fb1b3e5a9,0.0,0.0
0xcc04ac9d65f3a629c764610da872718c6710b377,0.0,0.0
0xf44ddf4ebfb88c956ff0dd99e63255babf75f267,0.0,0.0
0xfc244c837f0df2b82c8995a3e334ec3845c8ac38,0.0,0.0
0x0f93cfe4096b701bf16c8d789ac6a0325bd23e95,0.0,0.0
0xe53d49a207ad911b53600f4a23dd34c3c6cf3a99,0.0,0.0
0x3647237212970569e356c939f6bfaa0821e39128,0.0,0.0
0xa57b2cf597996a92c9967bd0f3e9d22f565b3a62,11.7,0.039
0xcb94c18f5c9cb3f6f7241d25b2d1b57ad1203808,0.0,0.0
0x8266bcb06a66efe3150a6f3ddd4f43caeb566245,3.0,0.01
0x5aa393731c8cbb83c6c4dd9c5241c59c68c1dfa2,0.0,0.0
0x18b4092dee9ed759b0742608be8ad904957c3d08,3.0,0.01
0xce8e7257b640cf9eef096b188e1345e96c4a80d9,55.410000000000004,0.1847
0x42a3d814e6e3c25d20120b972e4d174ef76d93d2,42.3,0.141
